㞎㞎	3	bǎ ba
㹴犬	3	gěng quǎn
㺢㹢狓	3	huò jiā pī
一兜	10
一八	1096
一公顷	6
一六	11
一六兀剌	3	yī liù wū là
一共	726
一具	468
一册	54
一再	1140
一决雌雄	28
一准	32
一几	10
一出	964
一刀	1547
一刀两断	60
一刀两段	14
一刀切	67
一分	1236
一分一毫	11
一分为二	108	yī fēn wéi èr
一分子	3	yī fèn zǐ
一分子甲烷	3	yī fēn zǐ jiǎ wán
一分行情一分货	3	yī fēn háng qíng yī fēn huò
一分钟	496
一切	16361	yī qiè
一切事物	3	yī qiè shì wù
一切众生	17	yī qiè zhòng shēng
一切向钱看	3	yī qiè xiàng qián kàn
一切地	3	yī qiè de
一切如旧	3	yī qiè rú jiù
一切就绪	3	yī qiè jiù xù
一切智	3	yī qiè zhì
一切有情	3	yī qiè yǒu qíng
一切法	3	yī qiè fǎ
一切种智	3	yī qiè zhǒng zhì
一切经	3	yī qiè jīng
一切诸佛	3	yī qiè zhū fó
一切险	3	yī qiè xiǎn
一列	192
一则	851
一刬	3	yī chàn
一刹那	212	yī chà nà
一刹那顷	3	yī chà nà qǐng
一刻	1150
一刻不停	26
一刻起	71
一刻里	37
一刻钟	47
一刻间	5
一剑	1198
一剪梅	5
一副	1916
一力	79
一动	280
一动不动	503
一劳永逸	34
一勺	66
一包	364
一化	3	yī huā
一匙	3	yī chí
一匡天下	5
一匹	896
一十	36
一十七	9
一十七招	5
一十七路	11
一十三	20
一十三年	11
一十三招	23
一十三拳	13
一十九	12
一十九句	7
一十二	9
一十二年	14
一十五	24
一十五名	7
一十五员	8
一十五年	14
一十八	24
一十八个	8
一十八位	7
一十八名	9
一十八层地狱	3	yī shí bā céng dì yù
一十八岁	9
一十八年	30
一十六	10
一十六员	5
一十六年	40
一十六招	6
一十员	6
一十四个	9
一千	499
一千一百	7
一千七百	6
一千万	29
一千万两	9
一千万元	12
一千三百	18
一千三百余名	6
一千两	145
一千两千	5
一千个	96
一千二百	18
一千二百亩	6
一千二百名	6
一千五百	47
一千五百两	7
一千五百元	9
一千五百名	7
一千五百块	6
一千五百多	5
一千份	21
一千余	38
一千余名	5
一千元	27
一千八百万吨	5
一千八百担	3	yī qiān bā bǎi dàn
一千六百	13
一千刀	5
一千匹	9
一千卷	7
一千句	5
一千只	10
一千名	37
一千块	36
一千多	101
一千多万	11
一千多个	12
一千多元	8
一千多只	5
一千多名	12
一千多块	8
一千多年	176
一千多里	16
一千头	7
一千年	68
一千户	7
一千文	24
一千斤	6
一千条	7
一千架	8
一千次	22
一千步	12
一千遍	11
一千里	13
一千零一夜	30
一半	4586
一半儿	43
一半则	8
一半多	20
一半子	3	yī bàn zǐ
一半左右	51
一半路	6
一卡通	20
一卷	348	yī juàn
一厢情愿	92
一去不复返	41
一去不复返了	29
一去不返	29
一双	1760
一双半	5
一双双	40
一双眼	11
一反常态	58
一发	545
一发不可收	8
一发不可收拾	3	yī fā bù kě shōu shi
一发千钧	3	yī fà qiān jūn
一发发	7
一发破的	3	yī fā pò dì
一发而不可收	11
一发而不可收拾	6
一叠	204
一口	3789
一口一声	9
一口不能着两匙	3	yī kǒu bù néng zháo liǎng chí
一口两匙	3	yī kǒu liǎng chí
一口口	39
一口吃个胖子	3	yī kǒu chī ge pàng zi
一口咬定	86
一口气	1934
一口气儿	3	yī kǒu qì er
一口袋	28
一古脑	5
一古脑儿	108	yī gǔ nǎo er
一句	8647
一句句	36
一只	6814	yī zhī
一台	591
一叶	146
一叶扁舟	3	yī yè piān zhōu
一叶障目	10
一号	802
一号线	7
一同	1031
一名	4733
一吐为快	12	yī tǔ wéi kuài
一向	1487
一向子	3	yī xiàng zǐ
一吟一咏	3	yī yīn yī yǒng
一吨	42
一员	630
一周	993
一周岁	6
一周年	320
一呱声	3	yī guā shēng
一味	762
一呼百应	40	yī hū bǎi yìng
一呼百诺	10
一命呜呼	183
一命归西	9
一和	3	yī hè
一和和	3	yī hè hé
一品	827
一品红	136
一哄	3	yī hòng
一哄而上	28	yī hōng ér shàng
一哄而散	51	yī hòng ér sàn
一哄而起	14	yī hōng ér qǐ
一哇声	3	yī wā shēng
一响	746
一唱一和	27	yī chàng yī hè
一四	5
一回	2491
一回儿	3	yī huí er
一团	1135
一团乱麻	29
一团和气	23
一团漆黑	34
一团糟	37
一国两制	451
一圈	806
一地	3	yī dì
一地胡拿	3	yī dì hú ná
一地里	3	yī dì lǐ
一地里胡拏	3	yī dì lǐ hú ná
一场	5781	yī cháng
一场场	22
一场春梦	8
一场梦	3	yī cháng mèng
一场空	30	yī cháng kōng
一场雨	3	yī cháng yǔ
一块	7001
一块儿	648	yī kuài er
一块石头落了地	3	yī kuài shí tou luò le dì
一块石头落地	3	yī kuài shí tóu luò dì
一堂	113
一堆	882
一堵	143
一塌括子	3	yī tā kuò zǐ
一塌糊涂	107
一塌胡涂	36
一墙之隔	27
一壁	34
一壁厢	42
一声	16017
一声不吭	215
一声不响	181
一声令下	146
一声声	101
一处	2335
一处处	28
一夕一朝	3	yī xī yī zhāo
一多	53
一多半	63
一多对应	3	yī duō duì yìng
一多数	17
一夜	1662
一夜间	297
一夜露水	3	yī yè lù shui
一大	3248
一大半	194
一大家子	25
一大批	53
一大早	403
一大早儿	3	yī dà zǎo er
一大溜	3	yī dà liù
一大部分	33
一天	8470
一天一个样	3	yī tiān yī ge yàng
一天一地	3	yī tiān yī dì
一天到晚	297
一天天	183
一天星斗	5	yī tiān xīng dǒu
一夫	127
一夫一妻制	103
一夫多妻制	48
一夫当关	16
一夫荷戟	3	yī fū hè jǐ
一失足成千古恨	7
一头	1916
一头儿	10
一头儿沉	3	yī tou er chén
一头地	3	yī tóu dì
一头把	5
一套	2837
一如	336
一如既往	209
一子出家	3	yī zǐ chū jiā
一子悟道	3	yī zǐ wù dào
一孔之见	5
一字一句	71
一字一板	11
一字一顿	53
一字不差	22	yī zì bù chā
一字不落	3	yī zì bù là
一字之差	15
一字儿	3	yī zì er
一字千金	5
一字排开	176
一季	75
一季度	403
一宗	75
一官半职	31
一定	25293
一定义地	3	yī deng yì de
一定之规	35
一定地	3	yī deng de
一定期地	3	yī deng qī de
一定量	328
一审	90
一家	5441
一家一户	29
一家之言	26
一家之长	7	yī jiā zhī zhǎng
一家人	808
一家伙	3	yī jiā huo
一家子	150	yī jiā zǐ
一家家	20
一家老小	56
一宿	3	yī xiǔ
一宿之行	3	yī xiǔ zhī xíng
一宿觉	3	yī xiǔ jué
一寸	303
一寸葚	3	yī cùn shèn
一对	2409
一对一	101
一对儿	3	yī duì er
一对对	10
一封	1298
一射之地	3	yī shè zhī dì
一将难求	9	yī jiàng nán qiú
一尊	209
一小	1343
一小半	25
一小撮	88
一小部分	3	yī xiǎo bù fèn
一小阵儿	3	yī xiǎo zhèn er
一尘不染	85
一就手儿	3	yī jiù shǒu er
一尺	282
一尾	60
一局	157
一层	2761
一层层	90
一届	480
一展身手	8
一山一水	5
一岁	136
一岗双责	5
一峰	52
一川	7
一己之私	6
一帆风顺	125
一师	78
一帖	31
一带	4254
一带而过	5
一帧	24
一席	219
一席之地	107	yī xí zhī dì
一席话	150
一帮	325
一幅	1460
一幅幅	11
一幕	548
一幢	209
一干	3	yī gān
一干一方	3	yī gān yī fāng
一干二净	115	yī gān èr jìng
一干人犯	10	yī gān rén fàn
一平二调	18
一平方米	18
一年	7966
一年一度	182
一年到头	77
一年半载	96	yī nián bàn zǎi
一年四季	143
一年期	23
一年生	153
一并	352
一床	90
一应	372
一应俱全	100
一度	2653
一座	6401
一座座	11
一开	240
一式二份	3	yī shì ér fèn
一张	5665
一张一弛	7
一弹指	3	yī tán zhǐ
一弹指顷	3	yī tán zhǐ qǐng
一往情深	97
一往无前	58
一往直前	5
一律	1565
一得之功	3	yī dé zhī gōng
一得之愚	3	yī dé zhī yú
一得之见	5	yī dé zhī jiàn
一心	863
一心一德	5
一心一意	231
一心二用	6
一念之差	26	yī niàn zhī chā
一忽儿	66
一怒之下	104
一怔	3	yī zhèng
一息尚存	16
一意孤行	72
一成	144
一成不变	374
一战	642
一户	152
一所	806
一扇	262
一扇风	3	yī shān fēng
一手	1665
一手一足	6
一手包办	25
一手遮天	14
一扎	3	yī zā
一扎脚儿	3	yī zā jué ér
一打	171
一扫而光	41
一扫而空	36
一批	4476
一批批	6
一技之长	56
一把	4755
一把子	3	yī bà zi
一把手	282
一把抓	194
一折	74
一折一磨	3	yī shé yī mó
一折书	3	yī shé shū
一抢而光	8
一抢而空	12
一报还一报	3	yī bào huán yī bào
一抹	200
一抹头	3	yī mò tóu
一抹黑	6
一拃	3	yī zhà
一担	138
一担挑	3	yī dàn tiāo
一拍即合	40
一拖	62
一拖再拖	21
一招	2780
一招一式	99
一拥而上	295
一拥而入	21
一拧身	3	yī nǐng shēn
一拨儿	3	yī bō er
一拳	843
一拳头砸出一眼井	3	yī quán tou zá chū yī yǎn jǐng
一指头禅	3	yī zhǐ tou chán
一挥而就	16
一捆	106
一损俱损	18
一排	570
一推了之	6
一掴一掌血	3	yī guó yī zhǎng xuè
一掷千金	26
一揽子	49
一搭一档	6
一摊	184
一摞	99
一撇	86	yī piě
一撇子	3	yī piě zǐ
一撒手儿	3	yī sā shǒu er
一撮	3	yī zuǒ
一支	3837
一数	42
一整	8
一整块	5
一整天	134
一整套	234
一整片	5
一文	471
一文不值	19
一文不名	9
一文钱难倒英雄汉	3	yī wén qián nán dǎo yīng xióng hàn
一斑	35
一斗	120
一斗珠	3	yī dǒu zhū
一斤	741
一新	597
一方	2109
一方平安	7
一方水土养一方人	5
一方面	2945
一旁	1005
一旁观	16
一无所得	14	yī wú suǒ dé
一无所有	158
一无所知	218
一无所获	84
一无所长	8
一无是处	37
一日	2277
一日三省	2	yī rì sān xǐng
一日三餐	59
一日不见	8
一日为师	3	yī rì wéi shī
一日之功	11
一日之长	5
一日千里	26
一日日	8
一日游	109
一旦	5312
一早	785
一时	5389
一时一刻	8
一时三刻	118
一时千载	3	yī shí qiān zǎi
一时半会	13
一时半会儿	51	yī shí bàn huì er
一时半刻	28
一时得逞	3	yī shí dé chěng
一时性	17
一时期	702
一时间	469
一明了地	3	yī míng liǎo de
一易之地	3	yī yì zhī dì
一星儿	3	yī xīng er
一星半点	17
一星半点儿	3	yī xīng bàn diǎn er
一星级	5
一是一	18
一显身手	34
一晃	488
一暴十寒	3	yī pù shí hán
一曏	3	yī xiàng
一曲	359	yī qǔ
一曲阳关	3	yī qǔ yáng guān
一更	3	yī gēng
一月	623
一月份	276
一服	31	yī fù
一服药	3	yī fù yào
一望无垠	12
一望无边	9
一望无际	82
一望而知	29
一朝	196	yī zhāo
一朝一夕	79	yī zhāo yī xī
一朝之忿	3	yī zhāo zhī fèn
一朝之患	3	yī zhāo zhī huàn
一朝千里	3	yī zhāo qiān lǐ
一朝夕	3	yī zhāo xī
一朝天子一朝臣	10	yī cháo tiān zǐ yī cháo chén
一朝怀胎	3	yī zhāo huái tāi
一朝权在手	3	yī zhāo quán zài shǒu
一朝马死黄金尽	3	yī zhāo mǎ sǐ huáng jīn jìn
一期	641
一本	1467
一本万利	24
一本正经	224
一札眼	3	yī zhā yǎn
一朵	509
一朵朵	37
一机部	9
一杆	147
一村	313
一束	496
一条	10251
一条心	58
一条扁担两头挑	3	yī tiáo biǎn dàn liǎng tóu tiāo
一条条	5
一条线儿拴俩蚂蚱	3	yī tiáo xiàn er shuān liǎ mà zhà
一条绳上的蚂蚱	3	yī tiáo shéng shàng de mà zha
一条街	86
一条龙	93
一来	854
一来二去	48
一杯	1464
一板一眼	32
一板三眼	5
一枚	1071
一枝	605
一枝独秀	35
一枪	467
一枪命中	3	yī qiāng mìng zhòng
一架	989
一柱	40
一栋	127
一株	743
一样	22569
一样样	9
一根	2778
一根绳上的蚂蚱	3	yī gēn shéng shàng de mà zha
一案	169
一桌	270
一档	49
一档子	11
一桩	328
一桶	152
一梦	50
一棍子打死	16
一棵	668
一棵树	99
一棵树上吊死	5
一楼	106
一概	467
一概而论	49
一榻括子	3	yī tà kuò zǐ
一模一样	591	yī mú yī yàng
一次	19249
一次性	429
一次方程	15
一次次	155
一款	295
一步	5346
一步一个脚印	37
一步到位	42
一步步	259
一步登天	41
一死了之	3	yī sǐ liǎo zhī
一段	4532
一毂辘	3	yī gū lù
一毛不拔	14
一毫不差	3	yī háo bù chā
一毫子	3	yī háo zǐ
一气	127
一气之下	56
一气呵成	84
一氧化氮	12
一氧化碳	191
一水之隔	6
一水儿	3	yī shuǐ er
一江之隔	5
一江春水向东流	24
一汪	28
一汽	71
一沐三捉发	3	yī mù sān zhuō fà
一沐三握发	3	yī mù sān wò fà
一沓	82
一泡子	3	yī pāo zǐ
一波三折	34
一波又起	22
一波未平	24
一泻千里	17
一泻而下	6
一派	1318
一派胡言	23
一流	1366
一浪高过一浪	22
一混汤子	3	yī hùn tāng zǐ
一清二楚	321
一清二白	5
一清早	54
一湾子	3	yī wān zǐ
一溜	189
一溜儿	22	yī liù ér
一溜兀剌	3	yī liū wū là
一溜子	3	yī liū zǐ
一溜歪斜	3	yī liù wāi xié
一溜烟	108	yī liù yān
一溜烟跑掉	3	yī liù yān pǎo diào
一溜风	3	yī liù fēng
一滴	348
一潭死水	12
一灯	862
一炮打响	12
一点	14165
一点一滴	78
一点一点	133
一点两点	5
一点儿	1058	yī diǎn er
一点儿一点儿	5
一点半点	5
一点四十五分	5
一点多	138
一点点	735
一点点儿	12
一点红	14
一片	6931
一片散沙	3	yī piàn sǎn shā
一片汪洋	39
一片焦土	9
一片片	122
一片狼藉	15
一片空白	3	yī piàn kòng bái
一牛吼地	3	yī niú hǒu dì
一牛鸣地	3	yī niú míng dì
一物降一物	3	yī wù xiáng yī wù
一狐之掖	3	yī hú zhī yè
一环扣一环	8
一现昙华	3	yī xiàn tán huā
一班	389
一班人	132
一班人马	5
一瓢	76
一瓣子心	3	yī bàn zǐ xīn
一瓦	9
一瓶	326
一生	3488
一生一世	149
一生吃着不尽	3	yī shēng chī zhuó bù jìn
一甲子	3	yī jiǎ zǐ
一男半女	6
一番	3553
一番多	6
一番话	151
一病不起	42
一百	472
一百一十	9
一百万	108
一百万两	43
一百万个	9
一百万元	9
一百万镑	5
一百三十	11
一百三十卷	8
一百两	110
一百个	242
一百九十	7
一百二十	26
一百二十万	7
一百二十个	25
一百二十余	5
一百二十八	5
一百二十多	5
一百二十年	8
一百二十斤	6
一百二十步	6
一百二十毫米	8
一百二十行	2	yī bǎi èr shí háng
一百二十里	9
一百五十	27
一百五十万	12
一百五十万两	5
一百五十两	19
一百五十余	6
一百五十元	13
一百五十公里	7
一百五十名	13
一百五十年	10
一百五十斤	7
一百五十步	7
一百五十毫米	13
一百五十里	5
一百亩	18
一百亿	7
一百件	8
一百余	34
一百余年	9
一百余招	8
一百余里	11
一百倍	31
一百元	65
一百八	27
一百八十	8
一百八十度	19
一百八十里	11
一百六十	8
一百六十个	5
一百六十五	5
一百分	14
一百匹	14
一百单八将	7
一百卷	22
一百句	7
一百只	20
一百名	77
一百周年	7
一百四十	6
一百四十卷	5
一百回	5
一百块	52
一百声	6
一百多	93
一百多万	23
一百多个	38
一百多位	30
一百多元	10
一百多公里	5
一百多只	8
一百多号	5
一百多名	37
一百多块	19
一百多天	12
一百多年	141
一百多斤	23
一百多条	5
一百多米	13
一百多里	28
一百多页	5
一百天	28
一百头	16
一百岁	28
一百年	219
一百张	13
一百户	7
一百招	17
一百文	8
一百斤	36
一百日	9
一百条	14
一百根	5
一百次	18
一百步	11
一百种	7
一百米	30
一百遍	5
一百里	24
一百零三	9
一百零五	5
一百零八	14
一百颗	6
一盆	259
一盏	460
一盒	157
一盘	392
一盘散沙	52	yī pán sǎn shā
一盘棋	27
一目	233
一目了然	165	yī mù liǎo rán
一目五行	3	yī mù wǔ háng
一目十行	10	yī mù shí háng
一目数行	3	yī mù shù háng
一直	18596
一相情愿	8
一盾	6
一眼	5692
一着	331	yī zhāo
一着不慎	3	yī zhāo bù shèn
一着不慎全盘皆输	3	yī zhāo bù shèn quán pán jiē shū
一着被蛇咬	3	yī zhāo bèi shé yǎo
一睹	61
一睹为快	5
一瞥	416
一瞬	232
一瞬间	219
一矢中的	3	yī shǐ zhòng dì
一矢地	3	yī shǐ dì
一知半解	57
一石二鸟	23
一石激起千层浪	15
一码事	10
一碗	1097
一碗水	40
一碗水端平	12
一碧如洗	8
一磅	37
一神教	11	yī shén jiào
一票	120
一票否决	7
一种	31355
一秒	135
一秒钟	8
一程	156
一程子	9	yī chéng zǐ
一稳定地	3	yī wěn deng de
一穷二白	22
一窍不通	128
一窝子	3	yī wō zǐ
一窝蜂	114
一窠子	3	yī kē zǐ
一站	303
一站式	39
一章	279
一端	737
一竿子	3	yī gān zǐ
一笑了之	20	yī xiào liǎo zhī
一笑置之	30
一笔	1168
一笔不苟	6
一笔勾销	83
一笔带过	14
一笔抹摋	3	yī bǐ mò sà
一笔抹煞	7
一等	777
一等功	50
一等奖	443
一筐	29
一筹	113
一筹莫展	117
一箍脑儿	3	yī gū nǎo er
一箭上垛	3	yī jiàn shàng duò
一箭之仇	24
一箭之地	24	yī jiàn zhī dì
一箭之遥	7
一箭双雕	43
一箱	65
一篇	1152
一篇篇	8
一篓	16
一簇簇	24
一米	208
一类	2906
一粒	575
一系列	4786
一索得男	3	yī suǒ dé nán
一级	6006
一纸	237
一纸空文	29
一线	1398
一线天	12
一线生机	47
一组	735
一经	563
一统	208
一统天下	76
一维	55
一缕	273
一罐	46
一网打尽	103
一美元	19
一群	2037
一羽	5
一老一少	53
一而再	75
一肚子	235	yī dǔ zi
一股	3082
一股劲儿	28	yī gǔ jìn er
一股脑	31
一股脑儿	34	yī gǔ nǎo er
一股风	28
一胎	29
一脉相传	8
一脉相承	56
一脉相通	6
一脑门子官司	3	yī nǎo mén zǐ guān sī
一脚	1104
一脸	798
一腔	122
一腔热血	20
一臂之力	120
一致	5406
一致性	140
一致性效应	3	yī zhì xìng xiào yìng
一舍	3	yī shè
一般	30311
一般化	21
一般地说	10
一般性	86
一般无二	22
一般来讲	85
一般来说	146
一般而言	37
一般而论	34
一般般	5
一般见识	128
一般说来	399
一艘	857
一色	183
一节	443
一英寸	9
一茅三脊	3	yī máo sān jǐ
一茬	83
一草一木	35
一荣俱荣	19
一药	39
一莞	3	yī wǎn
一落千丈	51
一行	1619
一行行	21
一衣带水	28
一表人才	17
一表非俗	11
一袋	137
一见了然	3	yī jiàn liǎo rán
一见倾心	10
一见如故	67
一见钟情	62
一视同仁	125
一览	71
一览无余	45
一览无遗	8
一览表	41
一觉	3	yī jiào
一觉地	3	yī jiào de
一觉醒来	3	yī jiào xǐng lái
一角	491
一触即发	117
一触即溃	30
一言一行	68
一言不发	425
一言中的	3	yī yán zhòng dì
一言为定	63	yī yán wéi dìng
一言为重	3	yī yán wéi zhòng
一言九鼎	34
一言以蔽之	17
一言半语	17
一言堂	14
一言既出	66
一言难尽	56
一记	397
一试身手	12
一语中人	3	yī yǔ zhòng rén
一语中的	17	yī yǔ zhòng dì
一语双关	5
一语撞倒墙	3	yī yǔ zhuàng dǎo qiáng
一语破的	5	yī yǔ pò dì
一语道破	38
一诺千金	15
一败涂地	177	yī bài tú dì
一贫如洗	31
一贯	1030
一贯制	34
一贯性	41
一赐乐业教	3	yī cì lè yè jiào
一走了之	78	yī zǒu liǎo zhī
一起	15976
一起子	3	yī qǐ zǐ
一趟	1001
一跃而起	197
一路	2921
一路上	762
一路下	6
一路出	8
一路响	6
一路平安	31
一路打	29
一路行	36
一路货色	8
一路路	8
一路顺风	21
一路风尘	5
一踏脚儿	3	yī tà jué ér
一蹦子	3	yī bèng zǐ
一蹴而就	69
一蹴而得	3	yī cù ér dé
一蹶不兴	3	yī juě bù xīng
一蹶不振	87
一身	2291
一身正气	12
一车	131
一车骨头半车肉	3	yī chē gú tou bàn chē ròu
一转眼	73
一转瞬间	5
一轮	965
一轻	30
一载	15
一辆	1161
一辈	181
一辈子	1821
一辈子打	5
一辈子架	6
一边	7114
一边倒	80	yī biān dǎo
一边好奇地	3	yī biān hào qí de
一还一报	3	yī huán yī bào
一连	569
一连串	347
一连气儿	3	yī lián qì er
一通	396	yī tòng
一通儿	3	yī tòng ér
一通百通	6
一通连	3	yī tòng lián
一造子	3	yī zào zǐ
一逢掖	3	yī féng yè
一遍	2395
一道	3879
一道道	165
一遭	403
一邱之貉	3	yī qiū zhī hé
一部	2982
一部分	4998	yī bù fen
一部分一	19
一部分地	3	yī bù fèn de
一醉方休	8
一里	155
一重	73
一重一掩	3	yī chóng yī yǎn
一针	110
一针一线	25
一针一缐	3	yī zhēn yī yú
一针见血	71	yī zhēn jiàn xiě
一钱不值	46
一钱不落虚空地	3	yī qián bù luò xū kōng dì
一锅煮	10
一锅端	11
一锅粥	47
一锤	34
一锤子买卖	8
一锤定音	46
一锭	125
一镑	7
一长一短	14
一长制	68
一门	2174
一门子	3	yī mén zǐ
一门心思	97
一闪而过	50
一问三不知	29
一间	1210
一阕	13
一队	791
一阵	7671
一阵一阵	27
一阵儿	25
一阵发	25
一阵响	51
一阵子	437
一阵阵	410
一阵风	194
一院制	847
一隅	663
一隅之地	3	yī yú zhī dì
一集	47
一霎	56
一霎时	44
一霎那	15
